stationid,city,temp,rain,wind,direction,date
3,Bucuresti,-7,0.21,113,NV,2023-03-10
9,Cluj-Napoca,5,0.38,79,V,2023-03-30
3,Bucuresti,9,0.84,59,V,2023-03-06
8,Constanta,-2,0.2,124,SV,2023-03-11
7,Bucuresti,1,0.99,23,NE,2023-03-07
3,Bucuresti,9,0.51,40,S,2023-03-23
1,Braila,37,0.38,68,V,2023-03-05
1,Suceava,17,0.12,100,E,2023-03-07
5,Bucuresti,18,0.96,33,NV,2023-03-06
7,Bucuresti,34,0.21,49,NV,2023-03-21
8,Brasov,15,0.29,103,E,2023-03-27
9,Constanta,-17,0.11,89,V,2023-03-09
4,Constanta,31,0.94,71,N,2023-03-17
2,Bucuresti,31,0.82,17,V,2023-03-16
6,Suceava,15,0.94,64,SE,2023-03-16
2,Iasi,2,0.53,132,SV,2023-03-02
6,Suceava,-20,0.55,14,SV,2023-03-21
3,Constanta,17,0.94,16,NV,2023-03-07
2,Galati,17,0.57,65,N,2023-03-13
1,Suceava,34,0.08,88,SV,2023-03-06
5,Cluj-Napoca,-16,0.18,41,NE,2023-03-24
1,Iasi,4,0.01,69,SV,2023-03-13
1,Galati,12,0.53,107,SE,2023-03-21
10,Constanta,-5,0.15,57,S,2023-03-17
8,Brasov,-4,0.38,67,N,2023-03-10
1,Galati,-18,0.74,60,NV,2023-03-01
8,Constanta,-6,0.99,106,E,2023-03-14
9,Bucuresti,7,0.05,36,S,2023-03-06
9,Galati,-7,0.24,130,N,2023-03-28
10,Cluj-Napoca,19,0.02,74,SE,2023-03-30
3,Cluj-Napoca,-9,0.46,41,NV,2023-03-21
10,Brasov,-12,0.34,132,NV,2023-03-04
7,Braila,29,0.48,69,NV,2023-03-30
4,Suceava,11,0.71,67,SE,2023-03-11
7,Constanta,29,0.33,37,SV,2023-03-11
9,Suceava,19,0.01,17,SV,2023-03-15
7,Constanta,15,0.73,76,V,2023-03-11
1,Constanta,32,0.36,18,V,2023-03-30
2,Braila,-20,0.99,23,N,2023-03-06
8,Brasov,16,0.54,136,E,2023-03-13
2,Iasi,-14,0.79,77,S,2023-03-30
5,Suceava,-12,0.11,67,SV,2023-03-30
10,Bucuresti,32,0.37,92,N,2023-03-05
8,Brasov,-18,0.18,140,SV,2023-03-13
9,Braila,23,0.4,63,V,2023-03-12
2,Iasi,1,0.94,10,N,2023-03-04
8,Suceava,32,0.36,58,S,2023-03-23
6,Bucuresti,25,0.29,43,N,2023-03-11
4,Brasov,5,0.39,59,SV,2023-03-27
1,Galati,35,0.12,64,S,2023-03-26
3,Iasi,-1,0.76,5,NE,2023-03-30
3,Galati,1,0.38,69,N,2023-03-05
2,Galati,30,0.92,51,NE,2023-03-01
7,Braila,5,0.65,44,SE,2023-03-14
9,Suceava,10,0.19,53,N,2023-03-24
9,Cluj-Napoca,15,0.06,117,N,2023-03-13
1,Galati,7,0.42,78,NE,2023-03-19
4,Braila,4,0.6,85,N,2023-03-19
1,Cluj-Napoca,-6,0.29,63,V,2023-03-05
2,Iasi,25,0.64,40,E,2023-03-08
7,Braila,-9,0.04,59,NE,2023-03-22
2,Suceava,-5,0.94,34,NV,2023-03-19
6,Brasov,7,0.23,34,NV,2023-03-27
3,Bucuresti,2,0.4,75,N,2023-03-23
5,Suceava,9,0.99,46,V,2023-03-23
8,Suceava,-7,0.95,131,N,2023-03-22
8,Brasov,0,0.95,77,SV,2023-03-13
1,Constanta,40,0.84,122,NE,2023-03-25
6,Suceava,39,0.69,14,S,2023-03-12
6,Galati,15,0.99,77,E,2023-03-14
3,Galati,-13,0.28,139,S,2023-03-04
7,Iasi,39,0.03,11,E,2023-03-10
6,Iasi,8,0.19,43,N,2023-03-11
2,Suceava,10,0.28,105,E,2023-03-08
3,Brasov,36,0.87,70,N,2023-03-01
6,Constanta,9,0.88,61,SE,2023-03-17
1,Braila,31,0.62,2,SE,2023-03-07
6,Braila,-10,0.33,68,SV,2023-03-12
5,Iasi,19,0.46,122,N,2023-03-29
7,Iasi,3,0.77,1,SV,2023-03-29
2,Suceava,32,0.65,111,SE,2023-03-13
1,Cluj-Napoca,15,0.09,23,NE,2023-03-21
5,Galati,27,0.29,75,NE,2023-03-25
7,Iasi,22,0.76,75,NV,2023-03-20
3,Iasi,-14,0.73,78,E,2023-03-06
1,Cluj-Napoca,12,0.76,99,V,2023-03-28
8,Cluj-Napoca,20,0.22,29,NE,2023-03-08
8,Cluj-Napoca,4,0.2,85,E,2023-03-30
6,Constanta,-6,0.08,70,NE,2023-03-07
4,Brasov,-11,0.53,56,NV,2023-03-29
10,Braila,35,0.01,109,SE,2023-03-09
9,Galati,4,0.66,3,S,2023-03-12
1,Galati,-13,0.71,22,NE,2023-03-10
7,Braila,1,0.2,24,SE,2023-03-30
8,Iasi,21,0.36,35,SV,2023-03-04
5,Constanta,17,0.04,93,SV,2023-03-15
6,Braila,31,0.74,140,NV,2023-03-11
9,Constanta,34,0.8,86,NV,2023-03-06
8,Braila,10,0.69,49,SE,2023-03-21
3,Brasov,-14,0.72,129,SV,2023-03-03
4,Galati,12,0.86,13,E,2023-03-26
10,Iasi,-9,0.27,62,V,2023-03-02
7,Brasov,23,0.43,98,E,2023-03-10
9,Brasov,-12,0.24,36,V,2023-03-01
7,Galati,18,0.11,76,NE,2023-03-11
5,Iasi,22,0.58,25,V,2023-03-25
1,Braila,-19,0.07,92,NE,2023-03-07
10,Braila,30,0.48,104,SE,2023-03-01
4,Iasi,23,0.65,55,S,2023-03-24
6,Braila,-16,0.74,68,SV,2023-03-08
6,Brasov,28,0.44,122,NV,2023-03-30
9,Iasi,-16,0.01,39,SV,2023-03-26
7,Galati,19,0.32,21,N,2023-03-10
3,Suceava,-5,0.33,77,N,2023-03-26
1,Constanta,1,0.16,96,SV,2023-03-25
7,Braila,7,0.84,32,SE,2023-03-20
4,Braila,-12,0.59,78,SE,2023-03-18
9,Suceava,22,0.43,48,SE,2023-03-21
4,Brasov,-8,0.91,127,E,2023-03-26
5,Brasov,23,0.29,22,V,2023-03-14
7,Braila,26,0.53,98,S,2023-03-14
1,Brasov,-5,0.57,42,NE,2023-03-27
9,Iasi,-14,0.28,124,SV,2023-03-30
10,Brasov,20,0.9,80,V,2023-03-01
2,Galati,10,0.21,15,E,2023-03-13
1,Bucuresti,19,0.33,53,S,2023-03-25
8,Suceava,4,0.85,104,NE,2023-03-05
1,Constanta,27,0.34,126,NE,2023-03-21
8,Suceava,6,0.77,73,V,2023-03-23
1,Suceava,26,0.4,100,E,2023-03-12
9,Braila,-8,0.11,134,S,2023-03-26
1,Suceava,28,0.2,59,E,2023-03-22
5,Galati,14,0.9,42,V,2023-03-16
1,Suceava,-7,0.25,58,SV,2023-03-12
5,Cluj-Napoca,28,0.58,77,V,2023-03-05
7,Cluj-Napoca,-4,0.52,9,SE,2023-03-23
9,Brasov,-1,0.03,75,SV,2023-03-18
9,Suceava,17,0.09,8,V,2023-03-22
6,Cluj-Napoca,36,0.09,15,SV,2023-03-22
2,Galati,-15,0.32,85,NE,2023-03-03
1,Bucuresti,-12,0.99,30,E,2023-03-26
7,Brasov,21,0.11,63,S,2023-03-26
6,Brasov,-12,0.0,87,E,2023-03-18
2,Constanta,-8,0.78,139,NV,2023-03-09
10,Bucuresti,10,0.96,93,E,2023-03-18
5,Galati,39,0.27,117,NE,2023-03-01
4,Cluj-Napoca,40,0.74,114,S,2023-03-16
3,Bucuresti,-17,0.1,38,NE,2023-03-19
1,Constanta,12,0.78,60,S,2023-03-11
6,Cluj-Napoca,-15,0.42,73,SV,2023-03-05
6,Cluj-Napoca,19,0.59,49,V,2023-03-06
4,Constanta,35,0.33,89,E,2023-03-21
6,Galati,21,0.61,15,V,2023-03-22
2,Bucuresti,-5,0.58,36,E,2023-03-27
10,Galati,39,0.62,58,NE,2023-03-23
1,Bucuresti,8,0.19,115,SE,2023-03-13
8,Constanta,-19,0.05,103,E,2023-03-22
4,Cluj-Napoca,21,0.81,103,V,2023-03-04
10,Suceava,32,0.06,91,V,2023-03-20
8,Suceava,-9,0.95,139,E,2023-03-02
10,Brasov,40,0.9,27,SV,2023-03-11
9,Cluj-Napoca,6,0.66,36,NE,2023-03-09
2,Brasov,-2,0.83,67,NV,2023-03-15
2,Constanta,36,0.46,116,NV,2023-03-02
7,Cluj-Napoca,31,0.79,1,S,2023-03-15
1,Braila,1,0.07,133,NE,2023-03-09
1,Brasov,26,0.44,66,NE,2023-03-22
4,Cluj-Napoca,8,0.64,65,V,2023-03-02
4,Braila,32,0.67,19,SV,2023-03-09
3,Suceava,-16,0.24,94,SV,2023-03-29
1,Bucuresti,3,0.79,41,S,2023-03-10
9,Galati,1,0.42,73,SE,2023-03-23
9,Cluj-Napoca,-20,0.04,82,V,2023-03-13
9,Suceava,21,0.47,70,E,2023-03-18
10,Cluj-Napoca,-14,0.41,14,N,2023-03-18
4,Cluj-Napoca,-1,0.09,31,NV,2023-03-25
5,Iasi,-14,0.15,6,SV,2023-03-29
2,Braila,-15,0.63,44,SV,2023-03-17
7,Iasi,5,0.22,50,NE,2023-03-04
1,Suceava,9,0.44,50,V,2023-03-01
1,Galati,32,0.78,108,S,2023-03-11
2,Brasov,-11,0.96,62,NE,2023-03-18
8,Cluj-Napoca,-18,0.65,87,NE,2023-03-23
3,Suceava,-1,0.67,62,SE,2023-03-28
2,Brasov,13,0.51,39,V,2023-03-23
4,Constanta,3,0.47,50,S,2023-03-07
1,Galati,31,0.05,125,NE,2023-03-07
5,Galati,0,0.24,134,SV,2023-03-17
3,Galati,29,0.5,80,NV,2023-03-24
4,Braila,25,0.1,112,NE,2023-03-18
3,Constanta,-5,0.66,11,N,2023-03-30
2,Suceava,-9,0.89,40,SE,2023-03-08
8,Constanta,31,0.76,7,N,2023-03-14
7,Suceava,-7,0.4,39,V,2023-03-21
10,Galati,36,0.44,125,SV,2023-03-20
3,Galati,33,0.57,97,SV,2023-03-02
10,Cluj-Napoca,-3,0.5,33,SE,2023-03-25
8,Braila,20,0.18,70,NE,2023-03-08
1,Braila,26,0.43,102,S,2023-03-25
5,Brasov,1,0.15,60,S,2023-03-19
5,Suceava,30,0.34,7,E,2023-03-04
9,Suceava,-16,0.02,53,E,2023-03-03
6,Constanta,7,0.85,133,E,2023-03-13
10,Suceava,-13,0.26,44,SV,2023-03-11
4,Suceava,15,0.59,75,NV,2023-03-10
4,Constanta,14,0.58,73,V,2023-03-05
3,Constanta,40,0.57,90,S,2023-03-18
5,Iasi,22,0.12,53,N,2023-03-05
6,Bucuresti,-3,0.24,23,S,2023-03-18
10,Iasi,-17,0.89,99,E,2023-03-25
5,Bucuresti,13,0.58,81,SE,2023-03-20
9,Suceava,39,0.42,139,E,2023-03-25
5,Bucuresti,30,0.85,41,N,2023-03-14
8,Brasov,-2,0.34,111,NV,2023-03-28
10,Suceava,39,0.48,29,NV,2023-03-04
5,Suceava,13,0.83,86,N,2023-03-28
2,Constanta,7,0.27,139,V,2023-03-09
1,Cluj-Napoca,3,0.23,40,NV,2023-03-16
1,Brasov,32,0.42,2,E,2023-03-22
5,Cluj-Napoca,-14,0.03,100,V,2023-03-01
9,Brasov,17,0.37,23,V,2023-03-06
4,Brasov,21,0.84,62,SV,2023-03-16
9,Suceava,37,0.46,27,SV,2023-03-06
1,Galati,-13,0.95,12,NV,2023-03-16
8,Suceava,11,0.41,52,SE,2023-03-18
5,Galati,-20,0.26,2,SV,2023-03-14
9,Brasov,16,0.48,77,V,2023-03-08
8,Galati,-20,0.57,65,NV,2023-03-15
6,Bucuresti,0,0.81,49,NE,2023-03-04
5,Bucuresti,40,0.98,59,NE,2023-03-10
6,Suceava,-15,0.95,11,N,2023-03-03
3,Bucuresti,18,0.57,30,NV,2023-03-30
6,Iasi,-11,0.34,91,NV,2023-03-09
2,Brasov,-11,0.64,110,E,2023-03-28
9,Iasi,14,0.17,32,N,2023-03-24
4,Suceava,-11,0.12,19,E,2023-03-17
2,Iasi,-11,0.33,53,NV,2023-03-04
10,Braila,-10,0.87,1,SE,2023-03-14
4,Iasi,28,0.52,129,SE,2023-03-30
5,Bucuresti,2,0.27,10,E,2023-03-19
1,Brasov,33,0.22,50,N,2023-03-26
10,Cluj-Napoca,-18,0.47,99,NE,2023-03-09
7,Bucuresti,-8,0.95,11,E,2023-03-02
3,Constanta,-18,0.83,29,NV,2023-03-01
6,Constanta,-6,0.3,97,NE,2023-03-05
7,Brasov,-13,0.55,137,N,2023-03-15
4,Bucuresti,28,0.68,113,S,2023-03-28
2,Bucuresti,-17,0.08,30,E,2023-03-05
9,Constanta,17,1.0,130,NV,2023-03-10
10,Braila,-9,0.09,17,S,2023-03-06
8,Bucuresti,11,0.26,75,NE,2023-03-24
6,Bucuresti,5,0.45,95,NE,2023-03-04
6,Iasi,-5,0.38,6,SV,2023-03-08
4,Brasov,-2,0.46,21,SV,2023-03-10
9,Brasov,-2,0.59,99,SV,2023-03-26
7,Braila,1,0.69,6,SV,2023-03-21
9,Brasov,18,0.22,101,S,2023-03-03
9,Galati,20,0.15,20,SE,2023-03-11
4,Brasov,18,0.37,57,E,2023-03-12
3,Galati,32,0.47,33,SE,2023-03-18
9,Braila,32,0.62,137,E,2023-03-09
2,Cluj-Napoca,23,0.41,129,V,2023-03-09
8,Iasi,27,0.81,46,NE,2023-03-22
8,Suceava,8,0.46,96,S,2023-03-24
1,Iasi,-18,0.05,107,SV,2023-03-03
7,Cluj-Napoca,3,0.39,91,S,2023-03-06
10,Galati,19,0.91,62,S,2023-03-10
4,Cluj-Napoca,31,0.72,17,SE,2023-03-07
8,Suceava,34,0.04,75,E,2023-03-19
8,Suceava,19,0.21,138,S,2023-03-13
3,Braila,12,0.29,24,SE,2023-03-14
7,Brasov,9,0.02,14,SV,2023-03-11
8,Iasi,36,0.74,132,E,2023-03-25
4,Cluj-Napoca,-1,0.24,57,SV,2023-03-04
3,Brasov,16,0.73,136,S,2023-03-14
9,Galati,30,0.13,92,NV,2023-03-15
2,Galati,37,0.71,32,SE,2023-03-15
4,Bucuresti,-4,0.25,50,V,2023-03-01
9,Suceava,30,0.81,97,NV,2023-03-30
6,Cluj-Napoca,-7,0.79,79,NE,2023-03-13
4,Bucuresti,21,0.92,40,NE,2023-03-29
3,Bucuresti,-8,0.73,67,N,2023-03-09
8,Galati,-18,0.39,110,N,2023-03-18
7,Braila,-15,0.42,96,V,2023-03-29
5,Constanta,18,0.85,72,V,2023-03-20
10,Brasov,25,0.39,89,E,2023-03-12
10,Galati,-17,0.54,121,V,2023-03-06
4,Constanta,10,0.83,104,NV,2023-03-07
8,Constanta,4,0.3,73,SV,2023-03-29
4,Galati,-9,0.32,105,SV,2023-03-08
9,Suceava,-7,0.9,121,E,2023-03-28
5,Iasi,-10,0.17,112,NE,2023-03-10
7,Braila,32,0.25,82,NV,2023-03-11
2,Bucuresti,13,0.43,20,E,2023-03-13
5,Braila,15,0.94,94,NV,2023-03-09
3,Brasov,26,0.69,11,V,2023-03-12
4,Brasov,5,0.47,121,NE,2023-03-13
8,Bucuresti,14,0.83,69,S,2023-03-12
8,Galati,-9,0.08,53,V,2023-03-09
2,Galati,35,0.75,49,V,2023-03-07
2,Bucuresti,-12,0.26,122,V,2023-03-05
3,Iasi,-3,0.39,125,NV,2023-03-12
1,Iasi,5,0.4,45,S,2023-03-23
3,Constanta,10,0.83,53,V,2023-03-09
1,Cluj-Napoca,40,0.73,68,N,2023-03-02
1,Cluj-Napoca,-8,0.11,21,SV,2023-03-25
10,Braila,29,0.24,83,E,2023-03-15
7,Bucuresti,39,0.62,12,NV,2023-03-24
5,Bucuresti,-12,0.04,84,E,2023-03-21
3,Cluj-Napoca,26,0.87,136,SE,2023-03-15
4,Braila,10,0.58,27,NE,2023-03-09
4,Bucuresti,-18,0.62,44,E,2023-03-27
2,Braila,17,0.63,107,N,2023-03-21
4,Bucuresti,28,0.95,31,NV,2023-03-20
5,Brasov,-2,0.98,118,E,2023-03-16
6,Braila,-13,0.03,67,S,2023-03-15
4,Bucuresti,-8,0.42,48,E,2023-03-28
7,Constanta,19,0.83,15,SV,2023-03-01
7,Brasov,5,0.29,70,SV,2023-03-07
5,Brasov,-8,0.91,73,SV,2023-03-29
10,Suceava,37,0.29,8,N,2023-03-30
7,Brasov,40,0.17,140,SE,2023-03-26
6,Iasi,14,0.47,59,SE,2023-03-22
2,Constanta,31,0.53,34,E,2023-03-23
6,Bucuresti,21,0.33,37,NV,2023-03-17
2,Bucuresti,6,0.09,28,SV,2023-03-29
3,Cluj-Napoca,7,0.53,47,V,2023-03-11
3,Braila,38,0.85,65,N,2023-03-12
4,Bucuresti,-15,0.53,32,E,2023-03-22
2,Brasov,-16,0.03,49,E,2023-03-13
2,Cluj-Napoca,-6,0.5,71,SE,2023-03-06
5,Galati,-16,0.61,63,NV,2023-03-07
6,Constanta,29,0.16,4,SV,2023-03-13
4,Braila,4,0.68,85,S,2023-03-14
1,Iasi,-10,0.64,88,N,2023-03-19
6,Iasi,33,0.64,100,V,2023-03-03
5,Cluj-Napoca,-4,0.06,114,E,2023-03-27
2,Constanta,-7,0.49,104,NV,2023-03-09
1,Cluj-Napoca,40,0.5,110,E,2023-03-10
5,Braila,34,0.01,47,SE,2023-03-04
9,Brasov,-16,0.42,55,S,2023-03-29
1,Galati,37,0.08,7,SE,2023-03-07
5,Cluj-Napoca,1,0.18,91,S,2023-03-23
7,Brasov,-19,1.0,47,SE,2023-03-05
1,Bucuresti,21,0.91,44,NE,2023-03-25
4,Brasov,-7,0.89,46,SE,2023-03-09
7,Constanta,6,0.06,17,N,2023-03-14
4,Suceava,-14,0.66,30,E,2023-03-28
6,Braila,25,0.95,70,SE,2023-03-27
5,Braila,23,0.73,125,SE,2023-03-20
6,Braila,15,0.46,32,V,2023-03-18
1,Suceava,34,0.36,35,SV,2023-03-08
8,Braila,-1,0.75,62,NE,2023-03-03
2,Braila,-4,0.73,10,V,2023-03-25
2,Suceava,-6,0.69,32,NE,2023-03-21
8,Galati,35,0.21,60,E,2023-03-19
10,Bucuresti,-2,0.94,11,V,2023-03-27
6,Bucuresti,4,0.12,21,NV,2023-03-23
2,Iasi,-15,0.64,100,E,2023-03-25
7,Suceava,17,0.3,115,N,2023-03-10
10,Galati,-5,0.11,14,SE,2023-03-11
2,Constanta,7,0.43,118,NE,2023-03-17
1,Suceava,8,0.38,54,V,2023-03-30
8,Galati,30,0.93,102,NV,2023-03-11
1,Suceava,-14,0.52,14,N,2023-03-16
2,Iasi,39,0.59,78,S,2023-03-21
10,Bucuresti,-16,0.68,123,NV,2023-03-28
9,Brasov,-11,0.79,75,N,2023-03-01
9,Bucuresti,0,0.24,77,SV,2023-03-26
8,Brasov,17,0.17,106,SE,2023-03-19
3,Cluj-Napoca,-9,0.52,76,N,2023-03-02
2,Iasi,33,0.88,74,NE,2023-03-28
10,Suceava,27,0.85,21,V,2023-03-08
3,Galati,-14,0.9,11,E,2023-03-15
5,Bucuresti,14,0.91,53,N,2023-03-29
2,Braila,34,0.01,72,S,2023-03-16
10,Braila,40,0.81,34,SE,2023-03-09
4,Iasi,16,0.4,100,SE,2023-03-07
1,Iasi,-20,0.13,96,E,2023-03-16
4,Braila,16,0.93,126,S,2023-03-21
6,Cluj-Napoca,-13,0.45,12,NE,2023-03-08
10,Iasi,25,0.98,122,E,2023-03-09
9,Iasi,40,0.09,11,SE,2023-03-24
4,Brasov,15,0.15,32,S,2023-03-16
3,Cluj-Napoca,-6,0.4,41,SV,2023-03-01
1,Cluj-Napoca,-9,0.05,115,V,2023-03-03
7,Brasov,8,0.89,2,E,2023-03-01
6,Suceava,34,0.16,131,SV,2023-03-05
2,Brasov,24,0.39,10,E,2023-03-24
2,Brasov,2,0.7,80,E,2023-03-17
6,Braila,6,0.34,79,E,2023-03-10
5,Suceava,16,0.75,55,S,2023-03-17
5,Suceava,10,0.12,140,V,2023-03-21
6,Suceava,24,0.11,38,NE,2023-03-12
5,Cluj-Napoca,40,0.09,60,SE,2023-03-17
4,Brasov,-8,0.25,123,N,2023-03-28
2,Constanta,-6,0.31,30,SE,2023-03-17
5,Galati,33,0.3,103,S,2023-03-28
9,Iasi,-20,0.7,16,SV,2023-03-19
5,Cluj-Napoca,23,0.87,32,E,2023-03-08
6,Constanta,30,0.97,26,N,2023-03-06
7,Bucuresti,-4,0.14,20,V,2023-03-30
9,Cluj-Napoca,2,0.0,50,NE,2023-03-04
9,Suceava,1,0.2,56,NV,2023-03-24
4,Iasi,39,0.82,93,S,2023-03-04
7,Constanta,12,0.99,117,SV,2023-03-04
1,Brasov,14,0.64,106,V,2023-03-08
1,Brasov,28,0.66,90,NE,2023-03-30
2,Braila,7,0.31,47,V,2023-03-13
3,Galati,-10,0.76,28,V,2023-03-18
10,Cluj-Napoca,38,0.35,140,E,2023-03-10
5,Cluj-Napoca,-14,0.62,50,SE,2023-03-04
5,Constanta,36,0.86,62,N,2023-03-17
6,Cluj-Napoca,34,0.51,13,NE,2023-03-03
3,Brasov,19,0.93,1,S,2023-03-17
6,Brasov,-6,0.02,28,NE,2023-03-05
2,Suceava,-9,0.12,129,SE,2023-03-21
7,Bucuresti,3,0.67,13,N,2023-03-08
3,Galati,2,0.82,14,SE,2023-03-18
4,Iasi,30,0.26,109,SV,2023-03-03
7,Cluj-Napoca,19,0.97,88,S,2023-03-27
8,Brasov,1,0.2,110,SV,2023-03-16
9,Suceava,-10,0.35,93,S,2023-03-02
2,Suceava,33,0.22,49,S,2023-03-30
4,Constanta,38,0.53,77,N,2023-03-23
8,Constanta,-7,0.68,126,S,2023-03-21
3,Constanta,7,0.98,51,SE,2023-03-06
10,Suceava,10,0.53,17,N,2023-03-22
5,Suceava,-12,0.2,25,N,2023-03-15
9,Cluj-Napoca,6,0.94,107,S,2023-03-26
1,Brasov,20,0.71,35,E,2023-03-29
3,Braila,21,0.82,66,E,2023-03-27
6,Braila,-12,0.98,89,SV,2023-03-02
8,Brasov,34,0.94,76,S,2023-03-13
4,Galati,22,0.38,117,S,2023-03-07
3,Brasov,13,0.94,69,SE,2023-03-30
5,Constanta,10,0.28,14,S,2023-03-23
10,Constanta,-2,0.8,82,E,2023-03-24
1,Constanta,12,0.96,106,V,2023-03-28
6,Cluj-Napoca,33,0.83,140,SV,2023-03-09
2,Suceava,10,0.18,80,V,2023-03-27
4,Brasov,-16,0.61,80,NE,2023-03-17
9,Iasi,8,0.82,123,S,2023-03-20
5,Bucuresti,38,0.39,47,SE,2023-03-20
4,Constanta,-6,0.63,8,SE,2023-03-18
3,Bucuresti,39,0.58,124,V,2023-03-20
6,Constanta,-1,0.3,129,V,2023-03-02
4,Cluj-Napoca,-5,0.64,125,SV,2023-03-28
6,Bucuresti,30,0.3,34,E,2023-03-10
4,Brasov,21,0.35,13,V,2023-03-04
10,Iasi,-16,0.76,65,E,2023-03-25
1,Suceava,30,0.72,12,E,2023-03-17
5,Iasi,37,0.85,140,V,2023-03-07
9,Braila,29,0.34,17,SE,2023-03-30
2,Bucuresti,-4,0.46,119,N,2023-03-16
10,Constanta,-7,0.12,69,SV,2023-03-07
9,Iasi,24,0.59,91,E,2023-03-23
6,Galati,31,0.29,29,NV,2023-03-08
4,Brasov,29,0.74,72,SE,2023-03-15
6,Braila,2,0.06,26,NV,2023-03-21
10,Brasov,-18,0.74,23,N,2023-03-17
8,Cluj-Napoca,16,0.98,83,NV,2023-03-22
3,Constanta,5,0.08,86,NE,2023-03-05
10,Iasi,-11,0.56,66,NE,2023-03-29
1,Iasi,5,0.58,29,SV,2023-03-08
10,Galati,30,0.64,9,NV,2023-03-18
4,Constanta,11,0.98,45,V,2023-03-26
3,Galati,0,0.97,18,SE,2023-03-18
3,Iasi,7,0.45,117,NV,2023-03-24
6,Brasov,10,0.2,73,E,2023-03-19
1,Galati,33,0.85,33,V,2023-03-02
8,Suceava,37,0.59,106,SV,2023-03-23
4,Iasi,39,0.36,39,S,2023-03-22
1,Galati,7,0.38,28,E,2023-03-14
2,Braila,-18,0.79,28,N,2023-03-23
4,Braila,-2,0.92,47,SV,2023-03-04
5,Brasov,10,0.9,72,NE,2023-03-18
10,Brasov,8,0.32,94,V,2023-03-17
9,Cluj-Napoca,-18,0.9,25,SV,2023-03-25
1,Braila,-6,0.64,88,SV,2023-03-19
8,Cluj-Napoca,-18,0.77,56,NE,2023-03-05
8,Constanta,-4,0.64,65,N,2023-03-28
3,Iasi,5,0.56,39,NE,2023-03-24
9,Galati,26,0.77,19,N,2023-03-23
3,Galati,17,0.08,69,N,2023-03-29
8,Cluj-Napoca,8,0.23,127,SV,2023-03-13
2,Cluj-Napoca,-8,0.99,78,V,2023-03-24
5,Galati,-13,0.56,95,SV,2023-03-19
4,Brasov,14,0.8,36,NE,2023-03-24
9,Constanta,-16,0.6,105,S,2023-03-25
6,Braila,-11,0.61,26,SV,2023-03-01
3,Braila,18,0.04,34,E,2023-03-23
3,Suceava,-9,0.81,117,E,2023-03-21
2,Brasov,-9,0.32,25,N,2023-03-10
7,Galati,7,0.94,111,N,2023-03-18
9,Constanta,-13,0.77,121,S,2023-03-07
8,Iasi,33,0.14,98,SE,2023-03-20
5,Cluj-Napoca,-13,0.8,108,NE,2023-03-28
10,Iasi,-11,0.88,16,S,2023-03-03
3,Galati,35,0.33,133,NE,2023-03-14
9,Iasi,-8,0.41,93,V,2023-03-14
1,Cluj-Napoca,7,0.39,34,V,2023-03-10
1,Galati,17,0.32,121,N,2023-03-25
6,Braila,-7,0.16,95,N,2023-03-18
8,Constanta,-4,0.11,65,E,2023-03-16
5,Cluj-Napoca,3,0.68,50,N,2023-03-15
4,Braila,-14,0.67,140,NV,2023-03-13
10,Iasi,1,0.78,39,NV,2023-03-24
9,Galati,-14,0.2,30,SV,2023-03-22
6,Cluj-Napoca,15,0.38,28,S,2023-03-21
3,Suceava,26,0.25,58,S,2023-03-21
3,Braila,29,0.68,57,NE,2023-03-24
5,Iasi,1,0.67,76,NV,2023-03-10
6,Bucuresti,6,0.31,83,NE,2023-03-10
5,Iasi,11,0.02,101,SV,2023-03-16
10,Cluj-Napoca,12,0.96,10,NE,2023-03-04
9,Brasov,13,0.73,9,SE,2023-03-14
6,Constanta,9,0.74,11,N,2023-03-15
1,Galati,14,0.5,59,E,2023-03-19
5,Cluj-Napoca,9,0.44,29,E,2023-03-22
4,Cluj-Napoca,38,0.58,63,NV,2023-03-27
8,Braila,-9,0.41,49,V,2023-03-10
7,Braila,7,0.16,57,SV,2023-03-28
7,Bucuresti,40,0.87,111,SE,2023-03-26
6,Suceava,-7,0.99,132,E,2023-03-18
9,Constanta,-4,0.84,103,S,2023-03-24
8,Suceava,33,0.61,28,SE,2023-03-17
2,Bucuresti,38,0.61,79,S,2023-03-14
2,Constanta,7,0.43,29,NV,2023-03-25
7,Brasov,27,0.69,139,E,2023-03-08
10,Suceava,-7,0.87,71,SV,2023-03-22
1,Braila,13,0.68,121,E,2023-03-20
1,Suceava,-3,0.53,69,E,2023-03-22
6,Brasov,22,0.61,99,V,2023-03-06
9,Brasov,5,0.98,24,S,2023-03-17
9,Galati,33,0.71,137,V,2023-03-20
3,Constanta,10,0.71,12,V,2023-03-08
10,Bucuresti,-20,0.66,106,S,2023-03-29
6,Suceava,21,0.15,61,V,2023-03-30
9,Bucuresti,-3,0.12,64,NV,2023-03-30
4,Constanta,34,0.2,88,V,2023-03-24
1,Bucuresti,-7,0.71,78,SV,2023-03-19
7,Cluj-Napoca,30,0.07,55,NE,2023-03-13
5,Bucuresti,-2,0.38,64,V,2023-03-13
1,Galati,9,0.31,53,SE,2023-03-18
4,Suceava,1,0.73,79,NE,2023-03-14
5,Brasov,-16,0.49,140,S,2023-03-06
2,Braila,21,0.66,126,E,2023-03-01
7,Suceava,22,0.6,133,NV,2023-03-02
